fast_decay,lambda,variant,seed,pre,final_ppl,gain40,drop,w_fast_norm,abs_mean,abs_std,abs_max,cv,top1pct_mass,top5pct_mass,top10pct_mass,normalized_entropy,gini,hhi,ts_cos_stage1,ts_cos_stage2,ts_horizon,horizon_steps,horizon_censored,cos_lag1
0.02,1.1,shufwrite,1,46.69361472596118,39.483140436874265,0.15442099163674228,7.210474289086918,35.197975158691406,0.0022931434214115143,0.0023578316904604435,0.0123291015625,1.0282094478607178,0.04854310676455498,0.20953400433063507,0.35496288537979126,0.9764681458473206,0.5080010890960693,1.6547939907241016e-08,0.7366626858711243,0.8935909271240234,1.5481300087305392,60.0,True,0.95615234375
0.02,1.1,shufwrite,2,60.0855443600945,53.55781085480133,0.1086406651518752,6.52773350529317,34.946197509765625,0.0022846453357487917,0.002335242461413145,0.012451171875,1.0221465826034546,0.048447877168655396,0.20853646099567413,0.3529243469238281,0.9766896963119507,0.5057741403579712,1.6447947004394337e-08,0.7361873984336853,0.8881099820137024,1.5467656309148798,60.0,True,0.95654296875
0.02,1.1,shufwrite,3,72.22740095585782,47.775565421214736,0.33853960146768897,24.45183553464308,34.94062423706055,0.0022822997998446226,0.002335825003683567,0.0123291015625,1.0234522819519043,0.04846469685435295,0.20876668393611908,0.3534102141857147,0.9766404032707214,0.5062447786331177,1.646943559308056e-08,0.7333880662918091,0.8922233581542969,1.5488540156257231,60.0,True,0.9568359375
0.02,1.2,direct,0,77.37693367586334,48.896658236499434,0.3680719057525529,28.480275439363908,42.70268249511719,0.002754468470811844,0.0028201399836689234,0.0142822265625,1.0238418579101562,0.04676530882716179,0.20523948967456818,0.3533569276332855,0.9764513969421387,0.5091650485992432,1.6475846464913957e-08,0.7244977355003357,0.895175576210022,1.55268897112636,60.0,True,0.959765625
0.02,1.2,direct,1,55.88284103235875,41.2518043164521,0.26181626498614485,14.631036715906646,42.683509826660156,0.0027508132625371218,0.0028207586146891117,0.0142822265625,1.0254271030426025,0.04742111638188362,0.2068479359149933,0.3540976941585541,0.9764712452888489,0.5085927248001099,1.6501980226735213e-08,0.7218177318572998,0.8954415917396545,1.5536784229186562,60.0,True,0.958203125
0.02,1.2,direct,2,71.98030781793048,53.94479950102439,0.2505617003267857,18.03550831690609,42.25935363769531,0.002731947461143136,0.0027879844419658184,0.01422119140625,1.0205117464065552,0.047140125185251236,0.20566141605377197,0.3524520695209503,0.9766291379928589,0.5071227550506592,1.6421086712625765e-08,0.7231101989746094,0.8903104662895203,1.551815459822296,60.0,True,0.95908203125
0.02,1.2,direct,3,84.35373902172458,48.65623350944962,0.42318818260185687,35.69750551227496,42.05238342285156,0.0027195317670702934,0.0027749952860176563,0.01422119140625,1.0203945636749268,0.04745909199118614,0.20611749589443207,0.3522765338420868,0.9766548275947571,0.5067552328109741,1.6419162918168695e-08,0.7180766463279724,0.8936814069747925,1.5544761542487646,60.0,True,0.959375
0.02,1.2,nocons,0,71.02462125134836,47.92780053726737,0.32519456361961957,23.09682071408099,41.79690170288086,0.0026890230365097523,0.0027741286903619766,0.01422119140625,1.0316492319107056,0.04800454527139664,0.20888212323188782,0.35631150007247925,0.9763044118881226,0.5099382400512695,1.6604937869146852e-08,0.7520958781242371,0.9059682488441467,1.546401212177858,60.0,True,0.9623046875
0.02,1.2,nocons,1,48.82753515853372,39.63313008017666,0.18830369070452918,9.194405078357057,41.61805725097656,0.002674945630133152,0.0027654890436679125,0.0142822265625,1.0338486433029175,0.048669200390577316,0.21044707298278809,0.3568968176841736,0.9762839674949646,0.5098323822021484,1.6641481082046994e-08,0.7490878701210022,0.9062603116035461,1.5474741336045692,60.0,True,0.96171875
0.02,1.2,nocons,2,61.601284116521725,53.59431440510616,0.12998056495494484,8.006969711415564,41.28752517700195,0.002664446597918868,0.0027355363126844168,0.0142822265625,1.026680827140808,0.04837793484330177,0.20900283753871918,0.3545473515987396,0.9765275120735168,0.5074793100357056,1.6522676560271066e-08,0.7492872476577759,0.9008530378341675,1.5459251227028878,60.0,True,0.9619140625
